price_t,bedrooms,bathrooms,sqft_living_t,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement_t,yr_built,yr_renovated,zip_range3,zip1,zip2,zip3,year_1,year_2,log_sqft_lot,price,sqft_living,sqft_basement
245000,3,2,1390,8250,1,0,0,3,7,1390,0,1987,0,2,0,1,0,0,0,9.017968479,460000,1420,0
230000,3,1.75,1340,8250,1,0,0,3,7,1100,1,1985,0,2,0,1,0,0,0,9.017968479,355000,1870,0
251200,4,1.5,1310,8250,1,0,0,3,7,1060,1,1953,0,4,0,0,0,0,0,9.017968479,345000,860,0
220000,3,1.75,1290,8250,1,0,0,3,7,1290,0,1983,0,1,1,0,0,0,0,9.017968479,164000,1070,0
280000,3,1.75,1230,8250,1,0,0,3,7,1230,0,1966,0,2,0,1,0,0,0,9.017968479,760250,2540,1100
266000,3,1.5,1120,8250,1,0,0,4,7,1120,0,1957,0,2,0,1,0,0,0,9.017968479,880000,3070,970
252000,4,1.75,1120,8250,1,0,0,4,7,1120,0,1966,0,2,0,1,0,0,0,9.017968479,280000,1230,0
164000,3,1,1070,8250,1,0,0,3,7,1070,0,1961,0,3,0,0,1,0,0,9.017968479,220000,1290,0
365000,2,1,990,8250,1,0,0,3,7,990,0,1955,0,4,0,0,0,0,0,9.017968479,517000,1650,0
345000,2,1,860,8250,1,0,0,3,7,860,0,1940,0,4,0,0,0,0,0,9.017968479,415000,2740,0
110000,2,1,790,8250,1,0,0,3,6,790,0,1947,0,4,0,0,0,0,0,9.017968479,252000,1120,0
515000,4,3,3590,8249,2,0,0,3,9,3590,0,1997,0,1,1,0,0,0,0,9.01784726,515000,3590,0
569500,4,2.5,2340,8248,2,0,0,3,8,2340,0,1989,0,3,0,0,1,0,0,9.017726026,569500,2340,0
249000,3,1.5,1700,8247,1,0,0,3,7,1010,1,1970,0,1,1,0,0,0,0,9.017604777,249000,1700,690
204900,3,2,1390,8245,1,0,0,2,7,1390,0,1984,0,1,1,0,0,0,0,9.017362235,204900,1390,0
620000,4,3.5,3880,8244,2,0,0,3,10,3060,1,2007,0,1,1,0,0,0,1,9.017240942,640000,2420,0
640000,3,2.5,2420,8244,2,0,0,3,10,2420,0,1988,0,1,1,0,0,0,0,9.017240942,620000,3880,820
289999,5,2.5,2180,8240,1,0,0,4,8,1220,1,1977,0,3,0,0,1,0,0,9.016755623,289999,2180,960
648000,4,2.25,2170,8240,2,0,1,4,8,2170,0,1983,0,1,1,0,0,0,0,9.016755623,648000,2170,0
592500,4,3,2170,8240,1,0,0,4,8,1370,1,1968,0,2,0,1,0,0,0,9.016755623,305000,1900,700
649950,6,2,1900,8240,1,0,0,2,7,1200,1,1964,0,4,0,0,0,0,0,9.016755623,649950,1900,700
305000,6,2,1900,8240,1,0,0,2,7,1200,1,1964,0,4,0,0,0,0,0,9.016755623,280000,1770,530
280000,3,1.75,1770,8240,1,0,0,4,7,1240,1,1978,0,1,1,0,0,0,0,9.016755623,253000,1580,540
253000,3,1,1580,8240,1,0,0,4,7,1040,1,1978,0,1,1,0,0,0,0,9.016755623,592500,2170,800
205000,3,1,1180,8240,1,0,0,4,7,1180,0,1967,0,1,1,0,0,0,0,9.016755623,205000,1180,0
1129574,5,3,3640,8239,2,0,3,3,10,2540,1,1982,0,1,1,0,0,0,0,9.016634256,205950,1490,0
205950,3,1,1490,8239,1,0,0,4,6,1490,0,1963,0,1,1,0,0,0,0,9.016634256,205000,1170,0
205000,3,1.75,1170,8239,1,0,0,3,7,1170,0,1981,0,2,0,1,0,0,0,9.016634256,1600000,3640,1100
99000,2,1,960,8236,1,0,0,2,6,960,0,1948,0,2,0,1,0,0,0,9.016270068,99000,960,0
295000,3,1.75,1770,8235,1,0,0,3,7,1030,1,1960,0,4,0,0,0,0,0,9.016148643,295000,1770,740
195000,3,2,1230,8235,1.5,0,0,3,6,1230,0,1959,0,4,0,0,0,0,0,9.016148643,195000,1230,0
770000,5,3.5,4234.5,8234,2,0,2,3,10,3350,1,2013,0,4,0,0,0,1,0,9.016027202,367950,2290,1040
1129574,4,3.75,3320,8234,2,0,0,3,10,3320,0,2014,0,1,1,0,0,1,0,9.016027202,297000,1840,0
367950,3,1.75,2290,8234,1,0,0,4,7,1250,1,1950,0,4,0,0,0,0,0,9.016027202,1700000,3320,0
297000,3,2.5,1840,8234,2,0,0,3,8,1840,0,1994,0,1,1,0,0,0,0,9.016027202,770000,4750,1400
300000,3,1.5,1810,8232,1,0,0,3,8,1810,0,1988,0,1,1,0,0,0,0,9.015784278,300000,1810,0
915000,3,1,1560,8232,1,0,0,3,7,1560,0,1952,0,1,1,0,0,0,0,9.015784278,915000,1560,0
759000,5,2.75,3490,8230,2,0,0,3,10,3490,0,2005,0,3,0,0,1,0,1,9.015541294,227950,1670,0
407500,5,2,2740,8230,1.5,0,0,3,7,2210,1,1962,0,4,0,0,0,0,0,9.015541294,759000,3490,0
227950,3,1.5,1670,8230,1,0,0,5,7,1670,0,1954,0,1,1,0,0,0,0,9.015541294,407500,2740,530
275000,4,2,2220,8229,1.5,0,0,4,7,2220,0,1958,0,1,1,0,0,0,0,9.01541978,275000,2220,0
317000,3,2,1790,8228,1,0,0,3,7,1390,1,1980,0,2,0,1,0,0,0,9.015298251,317000,1790,400
951250,5,3,2710,8227,1,0,2,3,8,1910,1,1953,0,4,0,0,0,0,0,9.015176707,569000,2220,450
569000,3,3.25,2220,8227,1.5,0,0,5,8,1770,1,1929,0,3,0,0,1,0,0,9.015176707,470000,1460,580
470000,3,1,1460,8227,1,0,0,3,6,880,1,1948,0,4,0,0,0,0,0,9.015176707,951250,2710,800
900000,5,3.75,3870,8225,2,0,0,3,10,3870,0,1998,0,3,0,0,1,0,0,9.014933576,449900,2780,0
449900,3,2.5,2780,8225,2,0,1,3,9,2780,0,1990,0,4,0,0,0,0,0,9.014933576,397500,2130,0
397500,3,2,2130,8225,1,0,0,4,8,2130,0,1987,0,2,0,1,0,0,0,9.014933576,900000,3870,0
797500,4,2.5,3270,8223,2,0,0,3,10,3270,0,1998,0,3,0,0,1,0,0,9.014690385,257000,1540,470
443000,3,2.25,1920,8223,2,0,0,4,7,1920,0,1989,0,1,1,0,0,0,0,9.014690385,443000,1920,0
257000,3,1.75,1540,8223,1,0,0,4,7,1070,1,1987,0,2,0,1,0,0,0,9.014690385,797500,3270,0
267000,3,1.5,1030,8223,1,0,0,4,7,1030,0,1952,0,4,0,0,0,0,0,9.014690385,267000,1030,0
470000,3,2.5,2150,8221,2,0,0,3,8,2150,0,1992,0,2,0,1,0,0,0,9.014447135,470000,2150,0
607000,4,2.5,2100,8220,1,0,0,4,8,1300,1,1975,0,2,0,1,0,0,0,9.014325488,330000,1350,290
340000,5,2,1750,8220,1,0,0,3,7,1750,0,1956,0,4,0,0,0,0,0,9.014325488,310000,1050,270
401000,2,1,1400,8220,1,0,0,3,7,1400,0,1949,0,4,0,0,0,0,0,9.014325488,150000,1320,0
330000,2,1,1350,8220,1,0,0,3,7,1060,1,1949,0,4,0,0,0,0,0,9.014325488,340000,1750,0
150000,3,1,1320,8220,1,0,0,3,7,1320,0,1959,0,4,0,0,0,0,0,9.014325488,401000,1400,0
310000,2,1,1050,8220,1,0,0,4,6,780,1,1947,0,4,0,0,0,0,0,9.014325488,607000,2100,800
400000,3,1.75,1590,8219,1.5,0,0,5,6,970,1,1938,0,2,0,1,0,0,0,9.014203826,400000,1590,620
234000,4,2.5,1820,8217,1,0,0,3,7,1120,1,1987,0,1,1,0,0,0,0,9.013960458,234000,1820,700
362000,5,2.5,2880,8216,2,0,0,3,8,2880,0,2001,0,1,1,0,0,0,0,9.013838752,362000,2880,0
650000,4,1.75,2640,8215,1,0,0,4,7,1500,1,1966,0,1,1,0,0,0,0,9.01371703,385000,2080,0
372000,4,2.5,2500,8215,2,0,0,3,8,2500,0,1990,0,1,1,0,0,0,0,9.01371703,338000,2400,1200
338000,3,1.5,2400,8215,1,0,0,3,7,1200,1,1961,0,4,0,0,0,0,0,9.01371703,650000,2640,1140
385000,4,1.75,2080,8215,2,0,0,4,7,2080,0,1948,0,4,0,0,0,0,0,9.01371703,372000,2500,0
312891,5,3,2300,8214,2,0,0,3,8,2300,0,2013,0,1,1,0,0,1,0,9.013595295,284000,1080,0
284000,3,1,1080,8214,1,0,0,3,7,1080,0,1944,0,4,0,0,0,0,0,9.013595295,312891,2300,0
305000,2,1,1000,8212,1,0,0,4,7,1000,0,1947,0,4,0,0,0,0,0,9.013351778,305000,1000,0
506000,2,1,1570,8210,1,0,0,4,8,1150,1,1952,0,4,0,0,0,0,0,9.013108202,506000,1570,420
270000,3,1,1830,8209,1,0,0,3,7,1830,0,1942,0,1,1,0,0,0,0,9.012986392,270000,1830,0
1129574,5,4,4234.5,8208,2,0,0,3,9,3040,1,1926,0,3,0,0,1,0,0,9.012864567,490000,1660,0
245000,3,2,1850,8208,1,0,0,4,7,1180,1,1970,0,1,1,0,0,0,0,9.012864567,2050000,4690,1650
478000,4,2,1690,8208,1,0,0,4,7,1210,1,1958,0,1,1,0,0,0,0,9.012864567,478000,1690,480
490000,3,1.75,1660,8208,1,0,0,4,8,1660,0,1965,0,1,1,0,0,0,0,9.012864567,245000,1850,670
255000,3,1,1580,8206,1,0,0,3,7,1100,1,1962,0,4,0,0,0,0,0,9.012620873,255000,1580,480
600000,5,2.5,2380,8204,1,0,0,3,8,1540,1,1957,0,3,0,0,1,0,0,9.012377119,600000,2380,840
544000,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,1910,0,3,0,0,1,0,0,9.01225522,544000,1790,0
445000,3,2.25,2100,8201,1,0,2,3,8,1620,1,1967,0,4,0,0,0,0,0,9.012011377,445000,2100,480
350000,3,1,1130,8201,1,0,0,5,6,1130,0,1948,0,4,0,0,0,0,0,9.012011377,350000,1130,0
471750,5,3.5,3790,8200,1,0,1,3,8,2120,1,2001,0,2,0,1,0,0,0,9.011889433,282950,1250,0
1030000,5,2.5,3050,8200,1,0,4,4,8,1650,1,1962,0,1,1,0,0,0,0,9.011889433,471750,3790,1670
540000,3,1.75,1970,8200,1,0,0,5,8,1420,1,1963,0,4,0,0,0,0,0,9.011889433,302000,1170,390
315000,3,1.75,1970,8200,1,0,0,3,7,1270,1,1964,0,4,0,0,0,0,0,9.011889433,255000,1950,0
255000,2,1.75,1950,8200,1,0,0,3,8,1950,0,1975,0,1,1,0,0,0,0,9.011889433,314000,1900,0
365000,4,2.5,1904,8200,2,0,0,5,7,1904,0,1999,0,1,1,0,0,0,0,9.011889433,540000,1970,550
314000,3,2.75,1900,8200,2,0,0,4,7,1900,0,1984,0,1,1,0,0,0,0,9.011889433,442500,1120,0
290000,3,1,1470,8200,1,0,0,3,7,1040,1,1953,0,4,0,0,0,0,0,9.011889433,365000,1904,0
282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,1,1,0,0,0,0,9.011889433,1030000,3050,1400
302000,2,1.75,1170,8200,1,0,0,4,6,780,1,1937,0,1,1,0,0,0,0,9.011889433,290000,1470,430
442500,3,1,1120,8200,1,0,0,4,7,1120,0,1938,0,4,0,0,0,0,0,9.011889433,315000,1970,700
285650,3,1,1040,8199,1,0,0,3,7,1040,0,1953,0,4,0,0,0,0,0,9.011767475,285650,1040,0
295000,4,2.5,1850,8198,2,0,0,3,7,1850,0,1993,0,1,1,0,0,0,0,9.011645501,295000,1850,0
655000,4,2.75,3160,8197,1,0,0,3,8,1580,1,1962,0,3,0,0,1,0,0,9.011523513,655000,3160,1580
500000,4,2.25,2270,8196,1,0,0,5,7,1150,1,1963,0,2,0,1,0,0,0,9.011401509,661000,1940,0
661000,3,2.5,1940,8196,2,0,0,3,8,1940,0,1991,0,2,0,1,0,0,0,9.011401509,500000,2270,1120
589950,4,2.5,3190,8195,2,0,0,3,10,3190,0,2006,0,2,0,1,0,0,1,9.011279491,660000,1670,0
660000,2,1,1670,8195,1,0,0,3,7,1670,0,1954,1975,1,1,0,0,0,0,9.011279491,589950,3190,0
559950,5,3.5,2450,8193,2,0,0,3,9,2450,0,2005,0,1,1,0,0,0,1,9.01103541,559950,2450,0
273000,3,2.25,1930,8192,1,0,0,3,7,1470,1,1984,0,1,1,0,0,0,0,9.010913347,273000,1930,460
569500,4,2.5,2800,8190,1,0,0,3,8,1700,1,1971,0,4,0,0,0,0,0,9.010669177,673000,2590,0
673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,1,1,0,0,0,0,9.010669177,900000,1190,0
345000,4,2.5,2280,8190,1,0,3,3,7,1390,1,1983,0,4,0,0,0,0,0,9.010669177,345000,2280,890
746000,4,2.75,2110,8190,1.5,0,0,5,8,2110,0,1966,0,1,1,0,0,0,0,9.010669177,746000,2110,0
490000,3,1,1910,8190,1,0,0,4,7,1010,1,1946,0,3,0,0,1,0,0,9.010669177,490000,1910,900
285000,4,2.5,1870,8190,1,0,0,3,7,1100,1,1977,0,2,0,1,0,0,0,9.010669177,285000,1870,770
530000,3,1.75,1690,8190,1,0,0,4,8,1690,0,1958,0,1,1,0,0,0,0,9.010669177,287000,1340,0
287000,4,2,1340,8190,1,0,0,4,7,1340,0,1942,0,4,0,0,0,0,0,9.010669177,569500,2800,1100
900000,4,2,1190,8190,1.5,0,0,3,7,1190,0,1945,0,3,0,0,1,0,0,9.010669177,530000,1690,0
298800,2,1,860,8189,1,0,0,3,6,860,0,1948,0,4,0,0,0,0,0,9.010547069,298800,860,0
580000,3,2.25,2190,8188,2,0,0,3,8,1810,1,1978,0,2,0,1,0,0,0,9.010424947,254000,1660,0
254000,3,2.25,1660,8188,2,0,0,4,7,1660,0,1988,0,2,0,1,0,0,0,9.010424947,580000,2190,380
410000,3,1.5,2270,8187,1,0,0,4,8,1420,1,1954,0,4,0,0,0,0,0,9.010302809,254000,1060,0
620000,2,1.75,1680,8187,1,0,0,4,8,1680,0,1983,0,1,1,0,0,0,0,9.010302809,620000,1680,0
254000,2,1,1060,8187,1,0,0,4,6,1060,0,1952,0,4,0,0,0,0,0,9.010302809,410000,2270,850
204995,2,1,970,8185,1,0,0,5,6,970,0,1904,0,1,1,0,0,0,0,9.01005849,204995,970,0
260000,3,1.5,1580,8184,1,0,0,3,7,1140,1,1954,0,4,0,0,0,0,0,9.009936308,290000,1330,0
290000,4,1,1330,8184,1.5,0,0,3,7,1330,0,1949,0,4,0,0,0,0,0,9.009936308,304000,1280,0
252000,3,1,1300,8184,2,0,0,3,6,1300,0,1947,0,4,0,0,0,0,0,9.009936308,349000,1010,0
304000,3,1,1280,8184,1.5,0,0,4,6,1280,0,1947,0,4,0,0,0,0,0,9.009936308,252000,1300,0
307000,4,1,1150,8184,1.5,0,0,3,6,1150,0,1947,0,4,0,0,0,0,0,9.009936308,322500,1130,0
322500,2,1,1130,8184,1,0,0,3,6,1130,0,1947,0,4,0,0,0,0,0,9.009936308,307000,1150,0
349000,3,1,1010,8184,1,0,0,4,6,1010,0,1947,0,4,0,0,0,0,0,9.009936308,260000,1580,440
327500,2,1,830,8183,1,0,0,5,6,830,0,1950,0,4,0,0,0,0,0,9.009814111,327500,830,0
367000,4,2.5,2350,8182,2,0,0,3,8,2350,0,1997,0,2,0,1,0,0,0,9.009691898,352500,1170,0
425000,3,1.75,1380,8182,1,0,0,5,7,1380,0,1942,0,4,0,0,0,0,0,9.009691898,367000,2350,0
352500,3,1.75,1170,8182,1,0,0,3,7,1170,0,1962,0,4,0,0,0,0,0,9.009691898,425000,1380,0
550000,3,1,1140,8180,1,0,0,3,7,1140,0,1959,0,1,1,0,0,0,0,9.00944743,550000,1140,0
275400,2,1,890,8180,1,0,0,3,7,890,0,1947,0,4,0,0,0,0,0,9.00944743,275400,890,0
600000,5,2.75,3380,8179,2,0,0,3,9,3380,0,2011,0,2,0,1,0,0,1,9.009325173,210000,1070,0
210000,3,1,1070,8179,1,0,0,3,6,1070,0,1949,0,4,0,0,0,0,0,9.009325173,600000,3380,0
752000,4,2.5,2570,8178,1,0,2,3,8,1710,1,1961,0,3,0,0,1,0,0,9.009202901,752000,2570,860
1129574,4,4,4234.5,8175,2.5,1,4,3,10,3940,1,2007,0,1,1,0,0,0,1,9.008835996,205000,1450,0
205000,4,2,1450,8175,1,0,0,4,7,1450,0,1967,0,1,1,0,0,0,0,9.008835996,781000,1290,470
781000,3,1.5,1290,8175,1,0,0,4,7,820,1,1952,0,1,1,0,0,0,0,9.008835996,290000,1190,0
290000,3,2.5,1190,8175,1,0,0,3,7,1190,0,1986,0,2,0,1,0,0,0,9.008835996,2300000,4360,420
405000,3,2,1660,8174,1,0,0,3,7,830,1,1981,0,2,0,1,0,0,0,9.008713664,405000,1660,830
261500,3,1,1410,8174,1,0,0,3,8,1410,0,1958,0,2,0,1,0,0,0,9.008713664,175000,700,0
175000,2,1,700,8174,1,0,0,3,5,700,0,1941,0,4,0,0,0,0,0,9.008713664,261500,1410,0
415000,4,2.5,2150,8173,2,0,0,3,8,2150,0,1987,0,2,0,1,0,0,0,9.008591318,415000,2150,0
355000,3,1.75,2040,8173,1,0,0,3,7,1470,1,1958,0,4,0,0,0,0,0,9.008591318,435000,1500,0
435000,3,1.75,1500,8173,1,0,0,3,7,1500,0,1997,0,2,0,1,0,0,0,9.008591318,355000,2040,570
394950,3,2.5,2050,8172,2,0,0,3,8,2050,0,2002,0,4,0,0,0,0,0,9.008468956,394950,2050,0
434000,4,3,2010,8171,2,0,0,3,8,2010,0,1973,0,1,1,0,0,0,0,9.008346579,434000,2010,0
220000,4,1.75,1910,8171,1,0,0,3,7,1910,0,1986,0,1,1,0,0,0,0,9.008346579,220000,1910,0
850000,3,2.25,2870,8170,2,0,0,3,10,2250,1,1995,0,4,0,0,0,0,0,9.008224188,316000,2550,0
316000,3,2.5,2550,8170,2,0,0,3,8,2550,0,1985,0,1,1,0,0,0,0,9.008224188,850000,2870,620
265000,4,3,1940,8170,1,0,0,4,7,1940,0,1948,0,4,0,0,0,0,0,9.008224188,265000,1940,0
336000,4,2.5,2530,8169,2,0,0,3,8,2530,0,1993,0,1,1,0,0,0,0,9.008101781,442250,2170,0
442250,3,2.5,2170,8169,2,0,0,3,8,2170,0,2003,0,2,0,1,0,0,1,9.008101781,336000,2530,0
753000,4,2.5,3060,8167,2,0,0,3,9,3060,0,2005,0,1,1,0,0,0,1,9.007856923,588000,1910,640
588000,3,1,1910,8167,1,0,0,4,8,1270,1,1951,0,3,0,0,1,0,0,9.007856923,753000,3060,0
267345,4,2.25,2510,8165,1,0,0,4,7,1610,1,1972,0,1,1,0,0,0,0,9.007612005,267345,2510,900
468000,4,2.5,2150,8165,1,0,0,3,8,1430,1,1957,0,4,0,0,0,0,0,9.007612005,468000,2150,720
420000,3,2.25,1770,8165,2,0,0,3,7,1770,0,1977,0,2,0,1,0,0,0,9.007612005,280000,1480,0
280000,3,1.75,1480,8165,1,0,0,4,7,1480,0,1985,0,2,0,1,0,0,0,9.007612005,420000,1770,0
535000,3,2.5,2110,8164,2,0,0,3,9,2110,0,1990,0,2,0,1,0,0,0,9.007489524,581000,2090,1020
581000,4,1.75,2090,8164,1,0,0,4,8,1070,1,1963,0,2,0,1,0,0,0,9.007489524,535000,2110,0
390000,2,1,1270,8164,1,0,0,4,6,1270,0,1941,0,4,0,0,0,0,0,9.007489524,332500,1030,0
332500,3,1,1030,8164,1,0,0,4,7,1030,0,1950,0,4,0,0,0,0,0,9.007489524,390000,1270,0
300000,6,2.5,3080,8163,1,0,0,3,7,1580,1,1985,0,1,1,0,0,0,0,9.007367027,865000,1480,440
235000,3,1,2230,8163,1,0,0,3,7,1230,1,1966,0,3,0,0,1,0,0,9.007367027,299900,2100,0
299900,3,2.25,2100,8163,2,0,0,3,7,2100,0,1984,0,1,1,0,0,0,0,9.007367027,235000,2230,1000
865000,3,1.75,1480,8163,1,0,0,3,7,1040,1,1953,0,1,1,0,0,0,0,9.007367027,300000,3080,1500
290000,4,2.75,2240,8162,2,0,0,5,7,1380,1,1946,0,4,0,0,0,0,0,9.007244516,292500,2140,720
292500,4,1.75,2140,8162,1,0,0,3,7,1420,1,1968,0,1,1,0,0,0,0,9.007244516,350000,1370,0
350000,3,1,1370,8162,1.5,0,0,3,6,1370,0,1949,0,4,0,0,0,0,0,9.007244516,290000,2240,860
384000,5,2.75,3220,8160,2,0,0,3,9,3220,0,1999,0,1,1,0,0,0,0,9.006999448,315000,1660,0
865000,5,2.5,3190,8160,2,0,0,3,9,3190,0,2014,0,4,0,0,0,1,0,9.006999448,635000,2660,1280
614000,4,2.75,2760,8160,1.5,0,2,4,8,1780,1,1940,0,4,0,0,0,0,0,9.006999448,670000,1850,0
635000,4,2,2660,8160,1,0,0,4,7,1380,1,1949,0,4,0,0,0,0,0,9.006999448,404000,1420,450
628000,5,2.75,2600,8160,2,0,0,3,8,2600,0,2015,0,4,0,0,0,1,0,9.006999448,207000,1130,0
283000,4,2,2100,8160,1,0,0,3,7,1200,1,1959,0,3,0,0,1,0,0,9.006999448,384000,3220,0
200000,4,2,1900,8160,1,0,0,3,7,1900,0,1975,0,1,1,0,0,0,0,9.006999448,628000,2600,0
670000,3,1.75,1850,8160,1,0,0,3,8,1850,0,1952,0,4,0,0,0,0,0,9.006999448,614000,2760,980
515000,4,1.5,1740,8160,1.5,0,0,4,7,1400,1,1946,0,4,0,0,0,0,0,9.006999448,325000,1590,500
334500,3,2,1700,8160,1,0,0,3,7,1120,1,1961,0,4,0,0,0,0,0,9.006999448,200000,1900,0
374950,4,1.75,1660,8160,1,0,0,3,8,1660,0,1974,0,2,0,1,0,0,0,9.006999448,365000,1310,0
315000,3,1.75,1660,8160,1,0,0,4,7,1660,0,1951,0,4,0,0,0,0,0,9.006999448,374950,1660,0
325000,3,1,1590,8160,1,0,1,3,7,1090,1,1954,0,4,0,0,0,0,0,9.006999448,334500,1700,580
404000,3,1,1420,8160,1,0,0,3,7,970,1,1947,0,4,0,0,0,0,0,9.006999448,283000,2100,900
365000,3,1.5,1310,8160,1,0,0,3,7,1310,0,1950,0,4,0,0,0,0,0,9.006999448,515000,1740,340
237000,3,1,1300,8160,1,0,0,4,7,1300,0,1960,0,2,0,1,0,0,0,9.006999448,267000,1090,0
207000,2,1,1130,8160,1,0,0,4,6,1130,0,1952,0,4,0,0,0,0,0,9.006999448,237000,1300,0
267000,3,1.5,1090,8160,1,0,0,3,7,1090,0,1967,2014,2,0,1,0,0,0,9.006999448,254922,780,0
254922,2,1,780,8160,1,0,0,4,6,780,0,1953,0,4,0,0,0,0,0,9.006999448,865000,3190,0
735000,3,2.5,2820,8159,2,0,0,3,9,2820,0,2004,0,1,1,0,0,0,1,9.006876891,735000,2820,0
411500,3,1,1130,8159,1,0,0,4,7,1130,0,1954,0,4,0,0,0,0,0,9.006876891,411500,1130,0
585000,4,2.5,2160,8158,1,0,0,4,8,1660,1,1952,0,3,0,0,1,0,0,9.00675432,585000,2160,500
507000,3,2.25,1810,8158,1,0,0,3,8,1450,1,1984,0,3,0,0,1,0,0,9.00675432,265000,1240,130
265000,4,1.5,1240,8158,1,0,0,4,7,1110,1,1961,0,4,0,0,0,0,0,9.00675432,507000,1810,360
350000,2,1,1430,8157,1.5,0,0,3,7,1150,1,1944,0,4,0,0,0,0,0,9.006631733,350000,1430,280
393500,3,1.75,1600,8156,1,0,0,5,7,1600,0,1948,0,4,0,0,0,0,0,9.006509132,393500,1600,0
500000,4,2.5,1770,8155,1.5,0,0,4,6,1770,0,1970,1993,2,0,1,0,0,0,9.006386515,405000,1020,0
405000,2,1,1020,8155,1,0,0,4,7,1020,0,1948,0,4,0,0,0,0,0,9.006386515,500000,1770,0
285000,2,1,910,8155,1,0,0,4,6,910,0,1948,0,4,0,0,0,0,0,9.006386515,285000,910,0
699000,3,2.5,2580,8154,1,0,0,3,10,2090,1,1956,1997,4,0,0,0,0,0,9.006263883,699000,2580,490
522500,4,3,2370,8154,1,0,0,3,7,1380,1,1977,0,4,0,0,0,0,0,9.006263883,522500,2370,990
440000,3,1.75,2240,8153,1,0,0,3,7,1120,1,1948,0,4,0,0,0,0,0,9.006141237,300000,960,0
300000,2,1,960,8153,1,0,0,3,6,960,0,1947,0,4,0,0,0,0,0,9.006141237,440000,2240,1120
338000,4,1.75,1530,8152,1,0,0,5,6,910,1,1948,0,4,0,0,0,0,0,9.006018575,338000,1530,620
285000,4,1.75,2130,8151,1,0,0,4,7,1330,1,1967,0,1,1,0,0,0,0,9.005895898,279900,1580,480
279900,3,1.75,1580,8151,1,0,1,4,7,1100,1,1962,0,4,0,0,0,0,0,9.005895898,285000,2130,800
730000,4,2.75,3440,8150,2,0,0,3,10,3440,0,2014,0,2,0,1,0,1,0,9.005773206,163250,770,0
163250,2,1,770,8150,1,0,0,3,6,770,0,1951,0,3,0,0,1,0,0,9.005773206,730000,3440,0
665000,4,2.25,2650,8149,1,0,0,4,8,1610,1,1975,0,1,1,0,0,0,0,9.005650499,277000,770,0
395000,4,2,1780,8149,1.5,0,0,4,7,1780,0,1948,0,4,0,0,0,0,0,9.005650499,310000,770,0
310000,2,1,770,8149,1,0,0,4,6,770,0,1948,0,4,0,0,0,0,0,9.005650499,665000,2650,1040
277000,2,1,770,8149,1,0,0,3,6,770,0,1948,0,4,0,0,0,0,0,9.005650499,275000,770,0
275000,2,1,770,8149,1,0,0,5,6,770,0,1948,0,4,0,0,0,0,0,9.005650499,395000,1780,0
220000,2,1,770,8149,1,0,0,3,6,770,0,1948,0,4,0,0,0,0,0,9.005650499,220000,770,0
435000,4,2.75,2160,8148,1,0,0,3,7,1410,1,1978,0,4,0,0,0,0,0,9.005527777,435000,2160,750
399000,3,1.75,1170,8148,1,0,0,3,7,1170,0,1952,0,4,0,0,0,0,0,9.005527777,265000,1170,0
265000,3,1.75,1170,8148,1,0,0,3,7,1170,0,1952,0,4,0,0,0,0,0,9.005527777,399000,1170,0
856500,4,2.5,3290,8147,2,0,0,3,10,3290,0,2003,0,2,0,1,0,0,1,9.00540504,350000,1170,0
380000,3,1,1380,8147,1,0,0,4,7,1380,0,1948,0,4,0,0,0,0,0,9.00540504,390000,1140,0
350000,4,1,1170,8147,1.5,0,0,3,6,1170,0,1959,0,4,0,0,0,0,0,9.00540504,380000,1380,0
390000,2,1,1140,8147,1,0,0,3,7,1140,0,1958,0,4,0,0,0,0,0,9.00540504,856500,3290,0
415000,3,1,1630,8146,1,0,0,3,7,1630,0,1952,0,4,0,0,0,0,0,9.005282288,415000,1630,0
770000,7,2.25,3260,8145,2,0,0,5,8,3260,0,1967,0,1,1,0,0,0,0,9.005159521,432500,1720,0
432500,3,2,1720,8145,2,0,0,5,7,1720,0,1949,0,4,0,0,0,0,0,9.005159521,770000,3260,0
290000,3,1,1150,8145,1,0,0,4,6,990,1,1932,0,4,0,0,0,0,0,9.005159521,290000,1150,160
583000,3,2.5,1790,8144,2,0,0,3,8,1790,0,1989,0,3,0,0,1,0,0,9.005036739,583000,1790,0
277000,3,1,1140,8144,1,0,0,3,7,1140,0,1956,0,4,0,0,0,0,0,9.005036739,277000,1140,0
1090000,5,3.75,4170,8142,2,0,2,3,10,4170,0,2006,0,2,0,1,0,0,1,9.004791129,325500,2290,800
325500,4,1.75,2290,8142,1,0,0,4,7,1490,1,1969,0,2,0,1,0,0,0,9.004791129,309000,1820,780
309000,3,1,1820,8142,1,0,0,3,7,1040,1,1961,0,4,0,0,0,0,0,9.004791129,1090000,4170,0
660000,3,2,1770,8141,1,0,0,5,8,1770,0,1952,0,4,0,0,0,0,0,9.004668302,660000,1770,0
555000,4,2.25,2350,8140,1,0,0,4,8,1430,1,1977,0,1,1,0,0,0,0,9.004545459,210000,990,0
389950,3,2.5,2170,8140,2,0,0,3,9,2170,0,1994,0,1,1,0,0,0,0,9.004545459,306500,1100,0
